20 134 
1 4 0.01 
1 6 0.01 
1 13 0.01 
1 16 0.01 
1 18 0.01 
1 19 0.01 
2 4 0.01 
2 5 0.01 
2 9 0.01 
2 17 0.01 
2 20 0.01 
3 4 0.01 
3 5 0.01 
3 8 0.01 
3 9 0.01 
3 11 0.01 
3 15 0.01 
3 17 0.01 
3 18 0.01 
4 6 0.01 
4 11 0.01 
4 12 0.01 
4 13 0.01 
4 14 0.01 
4 15 0.01 
4 16 0.01 
4 17 0.01 
4 18 0.01 
5 7 0.01 
5 9 0.01 
5 11 0.01 
5 15 0.01 
5 17 0.01 
6 8 0.01 
6 9 0.01 
6 11 0.01 
6 13 0.01 
6 15 0.01 
6 18 0.01 
6 20 0.01 
7 13 0.01 
7 14 0.01 
7 15 0.01 
7 20 0.01 
8 11 0.01 
9 10 0.01 
9 17 0.01 
10 13 0.01 
10 15 0.01 
11 13 0.01 
11 14 0.01 
11 15 0.01 
11 17 0.01 
12 15 0.01 
12 16 0.01 
12 20 0.01 
13 14 0.01 
13 15 0.01 
13 16 0.01 
14 20 0.01 
16 17 0.01 
16 18 0.01 
16 19 0.01 
16 20 0.01 
17 18 0.01 
17 19 0.01 
17 20 0.01 
4 1 0.01 
6 1 0.01 
13 1 0.01 
16 1 0.01 
18 1 0.01 
19 1 0.01 
4 2 0.01 
5 2 0.01 
9 2 0.01 
17 2 0.01 
20 2 0.01 
4 3 0.01 
5 3 0.01 
8 3 0.01 
9 3 0.01 
11 3 0.01 
15 3 0.01 
17 3 0.01 
18 3 0.01 
6 4 0.01 
11 4 0.01 
12 4 0.01 
13 4 0.01 
14 4 0.01 
15 4 0.01 
16 4 0.01 
17 4 0.01 
18 4 0.01 
7 5 0.01 
9 5 0.01 
11 5 0.01 
15 5 0.01 
17 5 0.01 
8 6 0.01 
9 6 0.01 
11 6 0.01 
13 6 0.01 
15 6 0.01 
18 6 0.01 
20 6 0.01 
13 7 0.01 
14 7 0.01 
15 7 0.01 
20 7 0.01 
11 8 0.01 
10 9 0.01 
17 9 0.01 
13 10 0.01 
15 10 0.01 
13 11 0.01 
14 11 0.01 
15 11 0.01 
17 11 0.01 
15 12 0.01 
16 12 0.01 
20 12 0.01 
14 13 0.01 
15 13 0.01 
16 13 0.01 
20 14 0.01 
17 16 0.01 
18 16 0.01 
19 16 0.01 
20 16 0.01 
18 17 0.01 
19 17 0.01 
20 17 0.01 
