10 62 
1 2 0.1 
1 4 0.1 
1 5 0.1 
1 7 0.1 
1 8 0.1 
1 9 0.1 
2 4 0.1 
2 5 0.1 
2 6 0.1 
2 9 0.1 
3 4 0.1 
3 6 0.1 
3 7 0.1 
3 8 0.1 
3 9 0.1 
4 5 0.1 
4 7 0.1 
4 8 0.1 
5 6 0.1 
5 7 0.1 
5 8 0.1 
5 9 0.1 
5 10 0.1 
6 8 0.1 
6 9 0.1 
7 8 0.1 
7 9 0.1 
7 10 0.1 
8 9 0.1 
8 10 0.1 
9 10 0.1 
2 1 0.1 
4 1 0.1 
5 1 0.1 
7 1 0.1 
8 1 0.1 
9 1 0.1 
4 2 0.1 
5 2 0.1 
6 2 0.1 
9 2 0.1 
4 3 0.1 
6 3 0.1 
7 3 0.1 
8 3 0.1 
9 3 0.1 
5 4 0.1 
7 4 0.1 
8 4 0.1 
6 5 0.1 
7 5 0.1 
8 5 0.1 
9 5 0.1 
10 5 0.1 
8 6 0.1 
9 6 0.1 
8 7 0.1 
9 7 0.1 
10 7 0.1 
9 8 0.1 
10 8 0.1 
10 9 0.1 
