15 84 
1 3 0.001 
1 6 0.001 
1 7 0.001 
1 9 0.001 
1 12 0.001 
1 14 0.001 
1 15 0.001 
2 7 0.001 
2 15 0.001 
3 10 0.001 
3 12 0.001 
4 5 0.001 
4 8 0.001 
4 15 0.001 
5 9 0.001 
5 11 0.001 
5 12 0.001 
5 14 0.001 
5 15 0.001 
6 7 0.001 
6 9 0.001 
6 12 0.001 
7 8 0.001 
7 9 0.001 
7 11 0.001 
7 12 0.001 
7 13 0.001 
7 14 0.001 
7 15 0.001 
8 9 0.001 
8 11 0.001 
8 15 0.001 
9 10 0.001 
9 11 0.001 
9 14 0.001 
10 11 0.001 
10 15 0.001 
11 14 0.001 
12 13 0.001 
12 15 0.001 
13 15 0.001 
14 15 0.001 
3 1 0.001 
6 1 0.001 
7 1 0.001 
9 1 0.001 
12 1 0.001 
14 1 0.001 
15 1 0.001 
7 2 0.001 
15 2 0.001 
10 3 0.001 
12 3 0.001 
5 4 0.001 
8 4 0.001 
15 4 0.001 
9 5 0.001 
11 5 0.001 
12 5 0.001 
14 5 0.001 
15 5 0.001 
7 6 0.001 
9 6 0.001 
12 6 0.001 
8 7 0.001 
9 7 0.001 
11 7 0.001 
12 7 0.001 
13 7 0.001 
14 7 0.001 
15 7 0.001 
9 8 0.001 
11 8 0.001 
15 8 0.001 
10 9 0.001 
11 9 0.001 
14 9 0.001 
11 10 0.001 
15 10 0.001 
14 11 0.001 
13 12 0.001 
15 12 0.001 
15 13 0.001 
15 14 0.001 
