20 134 
1 4 0.001 
1 6 0.001 
1 13 0.001 
1 16 0.001 
1 18 0.001 
1 19 0.001 
2 4 0.001 
2 5 0.001 
2 9 0.001 
2 17 0.001 
2 20 0.001 
3 4 0.001 
3 5 0.001 
3 8 0.001 
3 9 0.001 
3 11 0.001 
3 15 0.001 
3 17 0.001 
3 18 0.001 
4 6 0.001 
4 11 0.001 
4 12 0.001 
4 13 0.001 
4 14 0.001 
4 15 0.001 
4 16 0.001 
4 17 0.001 
4 18 0.001 
5 7 0.001 
5 9 0.001 
5 11 0.001 
5 15 0.001 
5 17 0.001 
6 8 0.001 
6 9 0.001 
6 11 0.001 
6 13 0.001 
6 15 0.001 
6 18 0.001 
6 20 0.001 
7 13 0.001 
7 14 0.001 
7 15 0.001 
7 20 0.001 
8 11 0.001 
9 10 0.001 
9 17 0.001 
10 13 0.001 
10 15 0.001 
11 13 0.001 
11 14 0.001 
11 15 0.001 
11 17 0.001 
12 15 0.001 
12 16 0.001 
12 20 0.001 
13 14 0.001 
13 15 0.001 
13 16 0.001 
14 20 0.001 
16 17 0.001 
16 18 0.001 
16 19 0.001 
16 20 0.001 
17 18 0.001 
17 19 0.001 
17 20 0.001 
4 1 0.001 
6 1 0.001 
13 1 0.001 
16 1 0.001 
18 1 0.001 
19 1 0.001 
4 2 0.001 
5 2 0.001 
9 2 0.001 
17 2 0.001 
20 2 0.001 
4 3 0.001 
5 3 0.001 
8 3 0.001 
9 3 0.001 
11 3 0.001 
15 3 0.001 
17 3 0.001 
18 3 0.001 
6 4 0.001 
11 4 0.001 
12 4 0.001 
13 4 0.001 
14 4 0.001 
15 4 0.001 
16 4 0.001 
17 4 0.001 
18 4 0.001 
7 5 0.001 
9 5 0.001 
11 5 0.001 
15 5 0.001 
17 5 0.001 
8 6 0.001 
9 6 0.001 
11 6 0.001 
13 6 0.001 
15 6 0.001 
18 6 0.001 
20 6 0.001 
13 7 0.001 
14 7 0.001 
15 7 0.001 
20 7 0.001 
11 8 0.001 
10 9 0.001 
17 9 0.001 
13 10 0.001 
15 10 0.001 
13 11 0.001 
14 11 0.001 
15 11 0.001 
17 11 0.001 
15 12 0.001 
16 12 0.001 
20 12 0.001 
14 13 0.001 
15 13 0.001 
16 13 0.001 
20 14 0.001 
17 16 0.001 
18 16 0.001 
19 16 0.001 
20 16 0.001 
18 17 0.001 
19 17 0.001 
20 17 0.001 
