20 134 
1 4 0.1 
1 6 0.1 
1 13 0.1 
1 16 0.1 
1 18 0.1 
1 19 0.1 
2 4 0.1 
2 5 0.1 
2 9 0.1 
2 17 0.1 
2 20 0.1 
3 4 0.1 
3 5 0.1 
3 8 0.1 
3 9 0.1 
3 11 0.1 
3 15 0.1 
3 17 0.1 
3 18 0.1 
4 6 0.1 
4 11 0.1 
4 12 0.1 
4 13 0.1 
4 14 0.1 
4 15 0.1 
4 16 0.1 
4 17 0.1 
4 18 0.1 
5 7 0.1 
5 9 0.1 
5 11 0.1 
5 15 0.1 
5 17 0.1 
6 8 0.1 
6 9 0.1 
6 11 0.1 
6 13 0.1 
6 15 0.1 
6 18 0.1 
6 20 0.1 
7 13 0.1 
7 14 0.1 
7 15 0.1 
7 20 0.1 
8 11 0.1 
9 10 0.1 
9 17 0.1 
10 13 0.1 
10 15 0.1 
11 13 0.1 
11 14 0.1 
11 15 0.1 
11 17 0.1 
12 15 0.1 
12 16 0.1 
12 20 0.1 
13 14 0.1 
13 15 0.1 
13 16 0.1 
14 20 0.1 
16 17 0.1 
16 18 0.1 
16 19 0.1 
16 20 0.1 
17 18 0.1 
17 19 0.1 
17 20 0.1 
4 1 0.1 
6 1 0.1 
13 1 0.1 
16 1 0.1 
18 1 0.1 
19 1 0.1 
4 2 0.1 
5 2 0.1 
9 2 0.1 
17 2 0.1 
20 2 0.1 
4 3 0.1 
5 3 0.1 
8 3 0.1 
9 3 0.1 
11 3 0.1 
15 3 0.1 
17 3 0.1 
18 3 0.1 
6 4 0.1 
11 4 0.1 
12 4 0.1 
13 4 0.1 
14 4 0.1 
15 4 0.1 
16 4 0.1 
17 4 0.1 
18 4 0.1 
7 5 0.1 
9 5 0.1 
11 5 0.1 
15 5 0.1 
17 5 0.1 
8 6 0.1 
9 6 0.1 
11 6 0.1 
13 6 0.1 
15 6 0.1 
18 6 0.1 
20 6 0.1 
13 7 0.1 
14 7 0.1 
15 7 0.1 
20 7 0.1 
11 8 0.1 
10 9 0.1 
17 9 0.1 
13 10 0.1 
15 10 0.1 
13 11 0.1 
14 11 0.1 
15 11 0.1 
17 11 0.1 
15 12 0.1 
16 12 0.1 
20 12 0.1 
14 13 0.1 
15 13 0.1 
16 13 0.1 
20 14 0.1 
17 16 0.1 
18 16 0.1 
19 16 0.1 
20 16 0.1 
18 17 0.1 
19 17 0.1 
20 17 0.1 
