15 84 
1 3 0.1 
1 6 0.1 
1 7 0.1 
1 9 0.1 
1 12 0.1 
1 14 0.1 
1 15 0.1 
2 7 0.1 
2 15 0.1 
3 10 0.1 
3 12 0.1 
4 5 0.1 
4 8 0.1 
4 15 0.1 
5 9 0.1 
5 11 0.1 
5 12 0.1 
5 14 0.1 
5 15 0.1 
6 7 0.1 
6 9 0.1 
6 12 0.1 
7 8 0.1 
7 9 0.1 
7 11 0.1 
7 12 0.1 
7 13 0.1 
7 14 0.1 
7 15 0.1 
8 9 0.1 
8 11 0.1 
8 15 0.1 
9 10 0.1 
9 11 0.1 
9 14 0.1 
10 11 0.1 
10 15 0.1 
11 14 0.1 
12 13 0.1 
12 15 0.1 
13 15 0.1 
14 15 0.1 
3 1 0.1 
6 1 0.1 
7 1 0.1 
9 1 0.1 
12 1 0.1 
14 1 0.1 
15 1 0.1 
7 2 0.1 
15 2 0.1 
10 3 0.1 
12 3 0.1 
5 4 0.1 
8 4 0.1 
15 4 0.1 
9 5 0.1 
11 5 0.1 
12 5 0.1 
14 5 0.1 
15 5 0.1 
7 6 0.1 
9 6 0.1 
12 6 0.1 
8 7 0.1 
9 7 0.1 
11 7 0.1 
12 7 0.1 
13 7 0.1 
14 7 0.1 
15 7 0.1 
9 8 0.1 
11 8 0.1 
15 8 0.1 
10 9 0.1 
11 9 0.1 
14 9 0.1 
11 10 0.1 
15 10 0.1 
14 11 0.1 
13 12 0.1 
15 12 0.1 
15 13 0.1 
15 14 0.1 
