15 84 
1 3 0.05 
1 6 0.05 
1 7 0.05 
1 9 0.05 
1 12 0.05 
1 14 0.05 
1 15 0.05 
2 7 0.05 
2 15 0.05 
3 10 0.05 
3 12 0.05 
4 5 0.05 
4 8 0.05 
4 15 0.05 
5 9 0.05 
5 11 0.05 
5 12 0.05 
5 14 0.05 
5 15 0.05 
6 7 0.05 
6 9 0.05 
6 12 0.05 
7 8 0.05 
7 9 0.05 
7 11 0.05 
7 12 0.05 
7 13 0.05 
7 14 0.05 
7 15 0.05 
8 9 0.05 
8 11 0.05 
8 15 0.05 
9 10 0.05 
9 11 0.05 
9 14 0.05 
10 11 0.05 
10 15 0.05 
11 14 0.05 
12 13 0.05 
12 15 0.05 
13 15 0.05 
14 15 0.05 
3 1 0.05 
6 1 0.05 
7 1 0.05 
9 1 0.05 
12 1 0.05 
14 1 0.05 
15 1 0.05 
7 2 0.05 
15 2 0.05 
10 3 0.05 
12 3 0.05 
5 4 0.05 
8 4 0.05 
15 4 0.05 
9 5 0.05 
11 5 0.05 
12 5 0.05 
14 5 0.05 
15 5 0.05 
7 6 0.05 
9 6 0.05 
12 6 0.05 
8 7 0.05 
9 7 0.05 
11 7 0.05 
12 7 0.05 
13 7 0.05 
14 7 0.05 
15 7 0.05 
9 8 0.05 
11 8 0.05 
15 8 0.05 
10 9 0.05 
11 9 0.05 
14 9 0.05 
11 10 0.05 
15 10 0.05 
14 11 0.05 
13 12 0.05 
15 12 0.05 
15 13 0.05 
15 14 0.05 
