25 132 
1 7 0.1 
1 10 0.1 
1 21 0.1 
1 23 0.1 
1 24 0.1 
2 11 0.1 
2 13 0.1 
2 20 0.1 
2 23 0.1 
2 25 0.1 
3 6 0.1 
4 12 0.1 
4 14 0.1 
4 16 0.1 
4 19 0.1 
4 20 0.1 
5 7 0.1 
5 10 0.1 
5 13 0.1 
5 19 0.1 
6 9 0.1 
6 12 0.1 
6 21 0.1 
7 8 0.1 
7 9 0.1 
7 10 0.1 
7 12 0.1 
7 23 0.1 
8 13 0.1 
8 16 0.1 
8 20 0.1 
8 21 0.1 
8 22 0.1 
8 23 0.1 
9 10 0.1 
9 21 0.1 
10 14 0.1 
10 17 0.1 
10 25 0.1 
11 12 0.1 
11 13 0.1 
11 14 0.1 
11 16 0.1 
11 18 0.1 
11 24 0.1 
11 25 0.1 
12 13 0.1 
12 18 0.1 
13 17 0.1 
13 23 0.1 
14 18 0.1 
14 23 0.1 
15 19 0.1 
15 23 0.1 
15 24 0.1 
16 17 0.1 
16 24 0.1 
17 19 0.1 
17 20 0.1 
17 22 0.1 
17 25 0.1 
18 20 0.1 
18 23 0.1 
19 24 0.1 
22 25 0.1 
23 24 0.1 
7 1 0.1 
10 1 0.1 
21 1 0.1 
23 1 0.1 
24 1 0.1 
11 2 0.1 
13 2 0.1 
20 2 0.1 
23 2 0.1 
25 2 0.1 
6 3 0.1 
12 4 0.1 
14 4 0.1 
16 4 0.1 
19 4 0.1 
20 4 0.1 
7 5 0.1 
10 5 0.1 
13 5 0.1 
19 5 0.1 
9 6 0.1 
12 6 0.1 
21 6 0.1 
8 7 0.1 
9 7 0.1 
10 7 0.1 
12 7 0.1 
23 7 0.1 
13 8 0.1 
16 8 0.1 
20 8 0.1 
21 8 0.1 
22 8 0.1 
23 8 0.1 
10 9 0.1 
21 9 0.1 
14 10 0.1 
17 10 0.1 
25 10 0.1 
12 11 0.1 
13 11 0.1 
14 11 0.1 
16 11 0.1 
18 11 0.1 
24 11 0.1 
25 11 0.1 
13 12 0.1 
18 12 0.1 
17 13 0.1 
23 13 0.1 
18 14 0.1 
23 14 0.1 
19 15 0.1 
23 15 0.1 
24 15 0.1 
17 16 0.1 
24 16 0.1 
19 17 0.1 
20 17 0.1 
22 17 0.1 
25 17 0.1 
20 18 0.1 
23 18 0.1 
24 19 0.1 
25 22 0.1 
24 23 0.1 
